"PMCID","sentence_id","top_section","CONSORT_Item","sentence_text","labels"
"PMC3641608","S168","Results","['17a']","differences in time to first hospital admission were smaller (hr 1·18  0·99–1·41  p=0·07)  with no difference in duration of admission (median 5 [iqr 3–6] days in clinically driven and routine laboratory monitoring; rank-sum p=0·54).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"PMC3641608","S169","Results","['17b']","art-modifying adverse events occurred in 31 (5%) children on clinically driven monitoring versus 32 (5%) on routine laboratory monitoring (hr 0·95  0·58–1·56  p=0·84).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S170","Results","['17a']","the most common modification (14 clinically driven  13 routine laboratory monitoring) was to stop (on four-drug regimen) or substitute zidovudine.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"PMC3641608","S171","Results","['17a']","figure 4 new who 4 stage event or death (a)  cd4 (b)  viral load (c)  and adverse events (d)  by art strategy","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"PMC3641608","S172","Results","['0']","art=antiretroviral therapy.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S173","Results","['0']","ae=adverse event.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S174","Results","['0']","sae=serious adverse event.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S175","Results","['0']","cd4 cell count in children aged 5 years or older at art initiation.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S176","Results","['0']","† upper lines show suppression less than 400 copies per ml and lower lines suppression less than 80 copies per ml (2:1 dilution used for most samples because of low stored volumes).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S177","Results","['17a']","there was no significant difference between the three art strategy randomisation groups in mean cd4 percentage change at week 72 (p=0·33) or 144 (p=0·69; figure 4).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"PMC3641608","S178","Results","['17a']","however  at week 36 (when all children moved to three drugs)  cd4 percentage responses were significantly greater in the four-drug induction groups (p<0·0001; figure 4; appendix).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"PMC3641608","S179","Results","['17a']","viral load suppression less than 400 copies per ml was similar in the three art strategy groups at weeks 4  36  and 48 (p>0·4)  but differed significantly at weeks 24 (p=0·009) and 144 (p=0·009; figure 4).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"PMC3641608","S180","Results","['17a']","at week 24  suppression was significantly greater in induction groups receiving four drugs (285 [88%] of 324 children in groups b and c vs 114 [77%] of 148 in group a).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"PMC3641608","S181","Results","['17a']","by contrast  similarly to week 144  at the latest test suppression was significantly greater in children receiving two nrtis plus an nnrti (496 [84%] of 591 in groups a and b vs 200 [65%] of 310 in group c).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"PMC3641608","S182","Results","['17a']","no significant difference was seen in suppression less than 80 copies per ml at week 24 (p=0·41); however  suppression less than 80 copies per ml was significantly greater in groups a and b at week 144 and latest test (466 [79%] in groups a and b vs 176 [57%] in group c; p<0·0001).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"PMC3641608","S183","Results","['18']","results were similar when restricted to children younger than 5 years (not shown) or 3 years (appendix).","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S184","Results","['17a']","there was no evidence of differences between art-strategy groups in progression to new who stage 4 event or death (hr [b:a] 0·89  95% ci 0·53–1·48; hr [c:a] 0·91  0·54–1·52; global p=0·89)  who stage 3 or 4 event or death (hr [b:a] 0·82  0·55–1·20; hr [c:a] 0·80  0·54–1·17; global p=0·44)  or mortality overall (hr [b:a] 0·66  0·33–1·31; hr [c:a] 0·97  0·52–1·81; global p=0·43; figure 4; appendix).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"PMC3641608","S185","Results","['17a']","in particular  there was no evidence that greater initial cd4 increases in groups b or c significantly reduced disease progression risks in the first year (13 deaths in group a vs nine in group b vs 18 in group c; 22 vs 19 vs 24 who stage 4 events or deaths; 36 vs 35 vs 37 who stage 3 or 4 events or deaths).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"PMC3641608","S186","Results","['17a']","however  there was also no suggestion of higher event rates in group c receiving long-term three-nrti maintenance  despite lower long-term viral load suppression; if anything  fewer events occurred after 1 year (seven deaths in group a vs five in group b vs two in group c; 18 vs 13 vs eight who stage 4 events or deaths; 37 vs 26 vs 17 who stage 3 or 4 events or deaths).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"PMC3641608","S187","Results","['17a']","there was no evidence of differences in weight for age (p=0·58) or height for age (p=0·90) across art strategies (appendix).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"PMC3641608","S188","Results","['17b']","157 (40%) children in group a  190 (47%) in group b  and 218 (54%) in group c had one or more grade 3 or 4 adverse events (co-primary endpoint; hr [b:a] 1·32  95% ci 1·07–1·63; hr [c:a] 1·58  1·29–1·94; global p=0·0001; figure 4).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S189","Results","['19']","the difference was almost exclusively driven by excess asymptomatic neutropenia (86 vs 133 vs 184 events; appendix).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S190","Results","['0']","there were 15 versus 41 versus 31 definitely  probably  or uncertainly art-related grade 3 or 4 adverse events  respectively.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S191","Results","['19']","there were no significant differences in grade 3 or 4 anaemia or grade 4 only anaemia (with or without clinical symptoms; grade 3 or 4: 38 vs 44 vs 44  respectively; grade 4: 21 vs 24 vs 25  respectively).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S192","Results","['17b']","there were also no significant differences in the numbers of children with one or more grade 4 adverse events (63 [16%] vs 81 [20%] vs 76 [19%]; hr [b:a] 1·27  0·91–1·76; hr [c:a] 1·20  0·86–1·68; global p=0·34) or serious adverse events (87 [22%] vs 82 [20%] vs 95 [23%]; hr [b:a] 0·92  0·68–1·25; hr [c:a] 1·09  0·81–1·46; global p=0·53).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S193","Results","['17b']","art-modifying adverse events occurred in eight (2%) children in group a versus 30 (7%) in group b and 25 (6%) in group c (hr [b:a] 3·80  95% ci 1·74–8·29; hr (c:a) 3·09  1·39–6·85; global p=0·002; figure 4).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S194","Results","['19']","the most common modification (13 children in group b  14 in c) was to stop (on four-drug regimen) or substitute zidovudine because of anaemia  even though grade 3 and 4 anaemias occurred similarly across all three groups.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S195","Results","['19']","despite substantial numbers of grade 3 neutropenias  only six children (two in group b  four in group c) modified art (zidovudine) for this reason.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S196","Results","['19']","three children substituted zidovudine because of lipoatrophy in group c; two children in group a and three in group b substituted efavirenz because of lipodystrophy or gynaecomastia.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S197","Discussion","['0']","discussion","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S198","Discussion","['0']","the dart trial5 in african adults with hiv showed that routine laboratory monitoring for art side-effects had no effect on toxicity outcomes.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S199","Discussion","['0']","although routine cd4 monitoring had significant benefits on disease progression and mortality  absolute differences were small.5","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S200","Discussion","['0']","health-economic analyses suggested point-of-care cd4 tests would need to cost less than us$3·80 for monitoring every 12 weeks after the first year on art to be cost-effective.25","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S201","Discussion","['0']","smaller adult trials of routine cd4 or viral load monitoring  or both  have shown similar results 6–8 although no other trial has investigated toxicity monitoring.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S202","Discussion","['0']","these results provide strong reassurance that increasing coverage by rollout of art to adults at lower-level health facilities is the most rational and cost-effective policy at a population level  irrespective of provision of laboratory monitoring.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S203","Discussion","['0']","most health centres in resource-limited settings treat adults and children with hiv in the same clinics.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S204","Discussion","['0']","however  results from studies in adults might not generalise to children who have different comorbidities (eg  more anaemia associated with malnutrition  malaria  and sepsis  which could affect haematological monitoring).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S205","Discussion","['0']","differences in predictive value and interpretation of cd4 tests 9 10 faster disease progression in young children 26 and greater sensitivity of art-related weight gain (which has reflected virological response27) could also affect the relative benefits of laboratory versus clinical monitoring.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S206","Discussion","['0']","panel","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S207","Discussion","['0']","research in context","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S208","Discussion","['0']","systematic review","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S209","Discussion","['0']","we searched pubmed up to jan 5  2013  with search terms “hiv” and “monitoring” and (“antiretroviral therapy” or “art”) and “trial” .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S210","Discussion","['0']","we identified three trials in adults;5 7 8 one further trial had been presented but not published.6","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S211","Discussion","['0']","there were no trials in children.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S212","Discussion","['0']","trials in adults showed that clinical monitoring was safe and feasible  but cd4 monitoring to detect first-line failure provided small additional benefits; addition of viral load to routine cd4 monitoring provided no further benefits.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S213","Discussion","['0']","replacement of “monitoring” with child  identified previous short-term (24 or 48 week) trials that showed three-drug protease inhibitor-based (lopinavir or ritonavir) art to be superior to nevirapine-based art in children younger than 3 years;28 29 however  studies in older children found similar responses 30 and lopinavir and ritonavir are costly and logistically challenging to administer.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S214","Discussion","['0']","interpretation","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S215","Discussion","['22']","routine laboratory monitoring for toxicity on non-nucleoside reverse transcriptase inhibitors (nnrtis) plus nucleoside reverse transcriptase inhibitors (nrtis; abacavir or zidovudine plus lamivudine) is not needed in children  as in adults; requiring such monitoring might be a barrier to life-saving treatment.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S216","Discussion","['0']","cd4 monitoring provided a small but significant reduction in disease progression or death after the second year on art in children  as in adults.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S217","Discussion","['0']","however  unlike adults  cd4 and viral load responses were very similar irrespective of cd4 versus clinical monitoring.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S218","Discussion","['0']","monitoring weight-gain appeared a sensitive indicator of first-line cd4 failure  and drug changes occurred as often for concurrent tuberculosis as for adverse events.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S219","Discussion","['0']","four-drug art with an nnrti plus three nrtis provided superior short-term virological suppression and cd4 responses  but these benefits were not sustained during maintenance three-drug art.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S220","Discussion","['22']","however  83% of children in arrow had viral load less than 400 copies per ml with abacavir  lamivudine  and a nnrti for 3·7 years  irrespective of age  supporting previously reported superiority of abacavir over zidovudine.23","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S221","Discussion","['22']","three-nrti long-term maintenance was clinically and immunologically similar to nnrti-based art  and would be useful during tuberculosis cotreatment.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S222","Discussion","['22']","results support an integrated approach to treatment of adults and children in treatment rollout.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S223","Discussion","['0']","cost and feasibility (eg  through point-of-care tests) of provision of cd4 monitoring are future challenges.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S224","Discussion","['0']","we therefore undertook the first paediatric trial investigating art monitoring in children with fairly advanced hiv disease (panel).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S225","Discussion","['22']","we found that nnrti-based regimens  including who-recommended nrtis  can be delivered safely across childhood without routine toxicity monitoring.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S226","Discussion","['0']","toxicity substitutions were infrequent  as previously reported;31 most were because of asymptomatic haematology results in children on zidovudine.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S227","Discussion","['22']","interestingly  grade 3 and 4 and grade 4 anaemias occurred similarly across groups receiving and not receiving zidovudine  both short and long term  suggesting that anaemia in children on art is most likely caused by chronic hiv infection rather than antiretroviral drugs.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S228","Discussion","['22']","therefore  routine haemoglobin monitoring is likely unnecessary  even in children on zidovudine  and continuation of zidovudine without substitution (as occurred in clinically driven monitoring group c children) is unlikely to result in harm.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S229","Discussion","['22']","further  lack of haemoglobin testing before initiation of art should not prevent zidovudine use  since haemoglobin values increased after art initiation.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S230","Discussion","['22']","crucially  we observed no evidence of interaction between monitoring and art strategies on any toxicity outcome.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S231","Discussion","['0']","we previously reported very few possible hypersensitivity reactions to abacavir (four [<1%] in 1206 patients32) or difficulties managing abacavir plus nevirapine together in african children.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S232","Discussion","['0']","importantly for programme planners  first-line drug substitutions occurred as often for tuberculosis as for adverse events.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S233","Discussion","['0']","tuberculosis was also by far the most common who stage 3 or 4 event.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S234","Discussion","['0']","one advantage of the four-drug induction regimen was the ability to simply drop nevirapine in children starting rifampicin.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S235","Discussion","['22']","the ongoing tuberculosis incidence illustrates the potential usefulness of three-nrti regimens in children  with 91% randomly assigned to group c still receiving maintenance with lamivudine  abacavir  and zidovudine after median 4 years.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S236","Discussion","['0']","tuberculosis remains particularly difficult to manage in children younger than 3 years who cannot take efavirenz  because rifampicin coadministration significantly reduces nevirapine33 and lopinavir concentrations.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S237","Discussion","['0']","super-boosting with additional ritonavir has been recommended with lopinavir 34 but ritonavir is unpalatable and difficult to dose.15","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S238","Discussion","['0']","substitution to three nrtis is frequently used for children on nnrti plus two nrtis developing tuberculosis  but there have been concerns about reduced efficacy.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"PMC3641608","S239","Discussion","['0']","viral load suppression was similar to standard nnrti-based art at 48 weeks for children moving to maintenance three-nrti at 36 weeks.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
